ID,c0,c1,Output,c2,c3,c4,c5,Pred-confusion-matrix,Input-X,Input-Y,Input-Z,Output-proba-class0,Output-proba-class1,Output-proba-class2,Output-proba-class3,Output-proba-class4,Output-proba-class5,Data-isval,c13,c14,c15
1000264,0.0,61.0,3.0,5.0,9.97,0.0,1366400.0,True-3 Pred-4,-2.0522286891937256,2.404532194137573,0.9656412601470948,0.1053726449608802,0.1397774517536163,0.1995148956775665,0.1790298372507095,0.2472944110631942,0.1290106922388076,False,,,
1000273,0.0,68.0,4.0,8.0,33.49,0.0,1228450.0,True-4 Pred-4,-1.7729259729385376,2.1477153301239014,0.8799130916595459,0.1160772889852523,0.1462141871452331,0.1984972804784774,0.1783089935779571,0.2244890928268432,0.1364131569862365,False,,,
1000288,1.0,73.0,3.0,4.0,12.18,0.0,1695350.0,True-3 Pred-0,-0.6071473956108093,0.8535616397857666,0.3838638961315155,0.1807421594858169,0.1776473373174667,0.1650666743516922,0.1687118113040924,0.1448154896497726,0.1630164980888366,False,,,
1000296,0.0,66.0,5.0,5.0,22.0,0.0,1567770.0,True-5 Pred-0,-0.3297321200370788,0.5506906509399414,0.3114264905452728,0.1964577287435531,0.185605838894844,0.1578226238489151,0.1654125154018402,0.1290058195590973,0.1656954437494278,False,,,
1000309,0.0,72.0,2.0,6.0,53.27,0.0,1437940.0,True-2 Pred-0,-0.2775450050830841,0.3544314801692962,0.1461160778999328,0.2114821523427963,0.1886844038963318,0.1428896188735962,0.1629395335912704,0.1259412318468094,0.168063074350357,False,,,
1000317,0.0,69.0,0.0,7.0,17.2,0.0,1567660.0,True-0 Pred-1,-0.6761066317558289,0.9810936450958252,0.4672813415527344,0.1725379526615142,0.1751606911420822,0.1725618243217468,0.1700614094734192,0.1488635540008545,0.1608145385980606,True,,,
1000322,0.0,66.0,1.0,6.0,23.71,0.0,1451420.0,True-1 Pred-2,-0.9550287127494812,1.2728333473205566,0.5506545305252075,0.1578868478536605,0.1678513139486313,0.1788720488548278,0.17288638651371,0.1663379669189453,0.1561654806137085,False,,,
1000345,0.0,51.0,2.0,7.0,4.44,0.0,1536910.0,True-2 Pred-4,-1.862127661705017,2.2617626190185547,0.9505791664123536,0.1106046885251998,0.1438205689191818,0.2027748227119445,0.1787547171115875,0.2311310619115829,0.132914125919342,False,,,
1000358,0.0,58.0,2.0,6.0,1.22,0.0,1522200.0,True-2 Pred-2,-0.9748554825782776,1.3102662563323977,0.5676653385162354,0.155865728855133,0.1667174845933914,0.1809403598308563,0.1730233132839203,0.1675571352243423,0.1558959335088729,False,,,
1000363,1.0,55.0,1.0,10.0,0.96,0.0,1634270.0,True-1 Pred-1,-0.7480177879333496,1.0451315641403198,0.4805782735347748,0.1694223284721374,0.1736504584550857,0.1731602847576141,0.1708362251520156,0.1532719284296035,0.1596588045358657,False,,,
1000374,0.0,58.0,3.0,6.0,19.78,0.0,1612760.0,True-3 Pred-2,-1.2162898778915403,1.6464605331420898,0.7579407691955566,0.1373945921659469,0.1594160050153732,0.196321815252304,0.1756243705749511,0.1829953342676162,0.1482479274272918,True,,,
1000380,1.0,69.0,5.0,6.0,7.8,0.0,1643780.0,True-5 Pred-0,-0.4025610089302063,0.6369573473930359,0.3312781453132629,0.1919775307178497,0.183187797665596,0.1602262109518051,0.1662810742855072,0.1330243349075317,0.1653030514717102,True,,,
1000391,1.0,58.0,1.0,6.0,19.94,0.0,1739620.0,True-1 Pred-0,-0.4480463862419128,0.6647974848747253,0.324766457080841,0.1909662187099456,0.1823987066745758,0.1593944728374481,0.1667035371065139,0.1355902999639511,0.1649467945098877,True,,,
1000410,1.0,59.0,4.0,8.0,0.42,0.0,1557730.0,True-4 Pred-0,0.0787778496742248,0.066310778260231,0.1672562360763549,0.2238983362913131,0.1971752047538757,0.1431395560503006,0.1590728610754013,0.107930988073349,0.1687830537557602,True,,,
1000426,0.0,56.0,5.0,6.0,12.14,0.0,1408080.0,True-5 Pred-4,-1.390977382659912,1.7567654848098757,0.7232881784439087,0.1341622471809387,0.1555837243795395,0.1912434846162796,0.1762468665838241,0.1959548145532608,0.146808922290802,True,,,
1000434,0.0,78.0,5.0,4.0,62.84,0.0,1306170.0,True-5 Pred-0,-0.1936154961585998,0.2853733897209167,0.1408073753118515,0.2148957848548889,0.190302774310112,0.1426389366388321,0.1618740111589431,0.1214655414223671,0.1688228994607925,True,,,
1000442,0.0,72.0,4.0,6.0,12.06,0.0,1386910.0,True-4 Pred-2,-1.0887088775634766,1.4360520839691162,0.6141053438186646,0.1494818776845932,0.1636702567338943,0.1842910051345825,0.1740806698799133,0.1750390231609344,0.1534371227025985,False,,,
1000455,1.0,49.0,2.0,7.0,1.28,0.0,1487010.0,True-2 Pred-2,-0.6816601157188416,1.0189437866210938,0.5226618051528931,0.1691224873065948,0.1752551943063736,0.1767169833183288,0.1707267314195633,0.1490959078073501,0.1590826511383056,True,,,
1000483,1.0,65.0,1.0,6.0,11.39,0.0,1682940.0,True-1 Pred-0,0.3344886600971222,-0.218031644821167,0.0940208509564399,0.2401665896177292,0.2034582495689392,0.1356211751699447,0.154703676700592,0.0961250811815261,0.1699252724647522,True,,,
1000499,1.0,74.0,5.0,1.0,81.17,0.0,1457030.0,True-5 Pred-0,0.2705892920494079,-0.1756100058555603,0.0745661705732345,0.239042654633522,0.2018221318721771,0.134693831205368,0.1552422791719436,0.0988620594143867,0.1703370660543441,False,,,
1000503,1.0,59.0,2.0,7.0,1.89,0.0,1733770.0,True-2 Pred-0,-0.4387805759906769,0.7287392616271973,0.4046441912651062,0.1853692084550857,0.1816942542791366,0.1668089032173156,0.1673861593008041,0.1350283622741699,0.1637131571769714,False,,,
1000511,1.0,66.0,1.0,7.0,7.83,0.0,1672130.0,True-1 Pred-0,0.3024183809757232,-0.1948306560516357,0.0868196785449981,0.2394035309553146,0.2026421874761581,0.1353508383035659,0.1550136059522628,0.0974935144186019,0.1700963675975799,True,,,
1000544,0.0,62.0,0.0,9.0,4.67,0.0,1550620.0,True-0 Pred-0,0.1434147357940673,-0.0701078251004219,0.0630318447947502,0.2345995455980301,0.1985775828361511,0.1348583102226257,0.1566908359527588,0.1045928671956062,0.1706809401512146,False,,,
1000567,0.0,56.0,2.0,7.0,7.1,0.0,1496800.0,True-2 Pred-1,-0.6595579385757446,0.980546772480011,0.4766182899475097,0.1722632199525833,0.1751387268304824,0.1738502234220504,0.1699292361736297,0.1478181481361389,0.161000445485115,False,,,
1000572,0.0,60.0,3.0,5.0,54.43,0.0,1251370.0,True-3 Pred-4,-1.7989060878753662,2.203269720077514,0.9272769689559937,0.1131515726447105,0.1451764106750488,0.2023188322782516,0.17850062251091,0.2260980904102325,0.134754478931427,True,,,
1000589,1.0,70.0,2.0,8.0,9.51,0.0,1601390.0,True-2 Pred-0,0.2633057832717895,-0.1984898149967193,0.0383459627628326,0.241690844297409,0.2016231268644333,0.1319976449012756,0.1547655910253524,0.0990498512983322,0.1708728671073913,False,,,
1000590,1.0,59.0,0.0,5.0,70.6,0.0,1431940.0,True-0 Pred-2,-1.3563121557235718,1.781445860862732,0.7804585695266724,0.1318227052688598,0.1554358750581741,0.1974924355745315,0.1762514412403106,0.1929045766592025,0.1460929065942764,False,,,
1000637,0.0,63.0,2.0,8.0,11.69,0.0,1354200.0,True-2 Pred-2,-1.336801528930664,1.7224229574203491,0.7656821012496948,0.1342407315969467,0.1578957438468933,0.1938156634569168,0.1766467839479446,0.1918404400348663,0.1455606818199157,False,,,
1000643,1.0,61.0,2.0,7.0,4.37,0.0,1768680.0,True-2 Pred-2,-1.180454134941101,1.61436128616333,0.7370229959487915,0.1392178237438202,0.159771129488945,0.1956158727407455,0.1751456409692764,0.1805897802114486,0.1496597081422805,True,,,
1000651,1.0,73.0,1.0,7.0,48.14,0.0,1632530.0,True-1 Pred-0,0.3047332167625427,-0.2102983593940735,0.0684019178152084,0.2409338653087616,0.2026078253984451,0.1340028941631317,0.1546903848648071,0.0973375365138053,0.1704275608062744,False,,,
1000665,1.0,54.0,2.0,8.0,14.4,0.0,1558980.0,True-2 Pred-2,-1.4575499296188354,1.930584192276001,0.8940573930740356,0.1235059052705764,0.1528141498565673,0.2056305557489395,0.1773482412099838,0.1995335966348648,0.1411676257848739,True,,,
1000679,0.0,52.0,3.0,9.0,7.06,0.0,1581610.0,True-3 Pred-4,-1.551279067993164,1.9407784938812256,0.8048468828201294,0.125333547592163,0.1511912941932678,0.1963978856801986,0.177238255739212,0.2075275629758834,0.1423113942146301,True,,,
1000682,1.0,51.0,3.0,7.0,20.51,0.0,1962900.0,True-3 Pred-0,-0.0245173647999763,0.216432973742485,0.2248350232839584,0.214724525809288,0.193631887435913,0.1492836475372314,0.1609935909509658,0.1130584627389907,0.1683079153299331,False,,,
1000698,1.0,76.0,1.0,9.0,2.81,0.0,1638240.0,True-1 Pred-0,0.3376775979995727,-0.2365894466638565,0.074085034430027,0.2419099807739257,0.2035058587789535,0.1340865045785904,0.154349222779274,0.0959219709038734,0.1702264249324798,True,,,
1000712,1.0,60.0,2.0,10.0,24.34,0.0,1561030.0,True-2 Pred-2,-1.1552658081054688,1.574549436569214,0.7150743007659912,0.1413297057151794,0.1607617139816284,0.1935537308454513,0.1749469488859176,0.1789898425340652,0.1504180282354354,True,,,
1000739,1.0,76.0,1.0,7.0,10.8,0.0,1635500.0,True-1 Pred-0,0.209992229938507,-0.1527980118989944,0.0396213419735431,0.2394818365573883,0.2005014717578888,0.1323127746582031,0.1555026918649673,0.1014501675963401,0.1707511097192764,False,,,
1000740,1.0,54.0,0.0,7.0,58.17,0.0,1632230.0,True-0 Pred-1,-0.5828741192817688,0.8937774300575256,0.4570951759815216,0.1765405386686325,0.1776381283998489,0.171632781624794,0.1691943854093551,0.1432947069406509,0.1616994887590408,False,,,
1000794,1.0,66.0,0.0,7.0,7.73,0.0,1578460.0,True-0 Pred-0,0.2113402187824249,-0.140239804983139,0.0506289899349212,0.2384223490953445,0.2002341151237487,0.1334356516599655,0.1556276679039001,0.101435899734497,0.1708442568778991,False,,,
1000805,0.0,54.0,5.0,3.0,34.86,0.0,1422980.0,True-5 Pred-4,-2.5866706371307373,3.0091538429260254,1.3739176988601685,0.0793044492602348,0.1273984163999557,0.2163080424070358,0.1796239614486694,0.2899549901485443,0.107410192489624,True,,,
1000818,1.0,63.0,1.0,6.0,18.46,0.0,1594490.0,True-1 Pred-2,-1.365930199623108,1.7764136791229248,0.7415120601654053,0.1330649703741073,0.1545994132757187,0.1951346546411514,0.1758260130882263,0.1938058137893676,0.1475691646337509,True,,,
1000833,1.0,72.0,0.0,3.0,4.87,0.0,1552270.0,True-0 Pred-0,0.2827206552028656,-0.2025620937347412,0.0536152273416519,0.241215780377388,0.2020518034696579,0.1330567151308059,0.1547475308179855,0.0982516407966613,0.1706764996051788,True,,,
1000857,1.0,72.0,1.0,9.0,1.74,0.0,1614930.0,True-1 Pred-0,0.3569216728210449,-0.2234528213739395,0.1165678277611732,0.2394217699766159,0.2042468339204788,0.1369590759277343,0.1547747552394867,0.0952250808477401,0.169372484087944,True,,,
1000870,0.0,53.0,5.0,5.0,1.88,0.0,1368430.0,True-5 Pred-2,-1.225332498550415,1.6326342821121216,0.7274047136306763,0.1387369483709335,0.1593608856201172,0.1935527026653289,0.1754908412694931,0.1838951706886291,0.148963451385498,True,,,
1000884,0.0,62.0,0.0,6.0,33.95,0.0,1313800.0,True-0 Pred-4,-1.8526034355163572,2.1838531494140625,0.8538161516189575,0.1153390482068061,0.1448828428983688,0.1943055987358093,0.1784232705831527,0.2314684689044952,0.1355807483196258,True,,,
1000892,0.0,51.0,3.0,5.0,4.42,0.0,1561240.0,True-3 Pred-4,-1.6009289026260376,2.046018362045288,0.9095799922943116,0.1190219596028328,0.1495923697948455,0.204599842429161,0.17792509496212,0.2103428244590759,0.1385179609060287,False,,,
1000901,1.0,62.0,5.0,7.0,2.4,0.0,1835470.0,True-5 Pred-0,-0.3420526683330536,0.5107424855232239,0.2608209252357483,0.2001001685857772,0.1861414015293121,0.1529362201690673,0.165029838681221,0.1296425312757492,0.1661498397588729,True,,,
1000932,1.0,62.0,1.0,7.0,0.87,0.0,1766680.0,True-1 Pred-0,-0.17292320728302,0.3580379784107208,0.2342739552259445,0.2079756110906601,0.1895815581083297,0.1511157006025314,0.1627573668956756,0.1205745413899421,0.1679951548576355,False,,,
1000948,0.0,75.0,5.0,8.0,17.07,0.0,1249340.0,True-5 Pred-0,-0.0999816060066223,0.1615602225065231,0.0877934768795967,0.2227304726839065,0.1926980465650558,0.1380801647901535,0.1600443869829177,0.1164951398968696,0.169951781630516,False,,,
1000954,0.0,71.0,5.0,7.0,20.01,0.0,1275010.0,True-5 Pred-1,-0.791933536529541,1.0471642017364502,0.4332862794399261,0.1708737462759018,0.1727256327867508,0.1691203713417053,0.1707153618335724,0.1561231315135955,0.1604417264461517,True,,,
1000960,0.0,65.0,1.0,6.0,27.13,0.0,1472070.0,True-1 Pred-4,-1.554068684577942,1.965157389640808,0.8291102647781372,0.1238921359181404,0.1506644636392593,0.1989718824625015,0.1772612333297729,0.2074015885591507,0.1418087631464004,True,,,
1000976,0.0,69.0,0.0,6.0,21.99,0.0,1621760.0,True-0 Pred-0,-0.5745971202850342,0.8311590552330017,0.3794845640659332,0.1818781644105911,0.1779823303222656,0.1652632355690002,0.1682860702276229,0.142886608839035,0.1637036204338073,False,,,
1000987,1.0,61.0,1.0,4.0,45.7,0.0,1611300.0,True-1 Pred-0,-0.476252794265747,0.743520200252533,0.3922978043556213,0.1851431429386139,0.181262582540512,0.1652880162000656,0.1676963120698928,0.1371863335371017,0.1634235829114914,True,,,
1000993,1.0,68.0,2.0,4.0,8.19,0.0,1526040.0,True-2 Pred-0,-0.6772865653038025,0.8678693175315857,0.3543075025081634,0.1810656487941742,0.1773610115051269,0.1610155701637268,0.1692626923322677,0.1491371095180511,0.1621578931808471,False,,,
1001039,0.0,60.0,1.0,5.0,8.14,0.0,1521540.0,True-1 Pred-0,0.0995332822203636,0.0564280748367309,0.1702258288860321,0.2242340892553329,0.1973030418157577,0.1436328738927841,0.1588129699230194,0.1069612428545951,0.1690558195114135,True,,,
1001040,0.0,55.0,3.0,9.0,35.14,0.0,1565230.0,True-3 Pred-0,-0.6065162420272827,0.8607922196388245,0.3943322896957397,0.1800679415464401,0.1776307523250579,0.1659325510263443,0.1688212007284164,0.1447774618864059,0.1627701371908188,True,,,
1001068,1.0,58.0,2.0,8.0,10.11,0.0,1553840.0,True-2 Pred-2,-0.7901974320411682,1.1606401205062866,0.5736584663391113,0.1617210209369659,0.1714441329240799,0.1819788068532943,0.1718243807554245,0.1555913686752319,0.1574403196573257,False,,,
1001109,1.0,68.0,5.0,8.0,14.12,0.0,1442070.0,True-5 Pred-0,-0.3620004951953888,0.5996274352073669,0.3290157914161682,0.1936786770820617,0.1842617690563202,0.1598972976207733,0.1658634692430496,0.1307737082242965,0.1655251383781433,False,,,
1001122,1.0,49.0,1.0,7.0,5.42,0.0,1870700.0,True-1 Pred-0,-0.3310509324073791,0.5961056351661682,0.3566898703575134,0.1928104311227798,0.1848258823156356,0.1622622311115265,0.1658497005701065,0.1290753483772277,0.165176436305046,True,,,
1001136,0.0,59.0,4.0,8.0,2.48,0.0,1396640.0,True-4 Pred-4,-1.5618404150009155,1.9731587171554563,0.8446911573410034,0.1231623068451881,0.1508364230394363,0.1995872259140014,0.1775024831295013,0.2079348415136337,0.1409767121076584,False,,,
1001158,0.0,65.0,1.0,8.0,2.95,0.0,1510630.0,True-1 Pred-1,-0.6110776662826538,0.914595365524292,0.4555679857730865,0.1757066994905471,0.1770258545875549,0.1714048087596893,0.1694359928369522,0.1449518948793411,0.16147480905056,True,,,
1001163,0.0,64.0,4.0,7.0,74.73,0.0,1403800.0,True-4 Pred-4,-1.601830005645752,1.9817204475402832,0.7976104021072388,0.1240414977073669,0.1496367007493972,0.1956835836172104,0.1772103607654571,0.2114079594612121,0.1420199275016784,True,,,
1001174,0.0,66.0,1.0,7.0,1.61,0.0,1376280.0,True-1 Pred-2,-0.8319279551506042,1.197740077972412,0.5915277004241943,0.1596455127000808,0.1709384620189666,0.1825898885726928,0.1724258810281753,0.1582266986370086,0.1561735868453979,False,,,
1001180,1.0,72.0,2.0,5.0,2.37,0.0,1654680.0,True-2 Pred-0,0.1200032010674476,-0.0718011632561683,0.0388074964284896,0.2356965541839599,0.1981783807277679,0.1329992413520813,0.1566309928894043,0.1055992096662521,0.1708956211805343,False,,,
1001191,0.0,69.0,0.0,6.0,0.82,0.0,1467640.0,True-0 Pred-2,-1.0636310577392578,1.3677475452423096,0.5556192398071289,0.1538931727409362,0.1649122089147567,0.1790111362934112,0.1735531389713287,0.173590287566185,0.155039981007576,True,,,
1001208,1.0,50.0,2.0,5.0,11.1,0.0,1546350.0,True-2 Pred-2,-0.7813737392425537,1.0922420024871826,0.4990727603435516,0.1668939739465713,0.1723985970020294,0.1750813722610473,0.1711902618408203,0.1552849113941192,0.1591508388519287,True,,,
1001214,0.0,64.0,2.0,7.0,0.31,0.0,1392490.0,True-2 Pred-0,0.1770391166210174,-0.0958792492747306,0.0747881978750228,0.2353005558252334,0.1997443735599517,0.1351842731237411,0.1564798653125763,0.1030743941664695,0.1702165454626083,True,,,
1001223,1.0,73.0,0.0,7.0,0.19,0.0,1664410.0,True-0 Pred-0,0.3528291285037994,-0.2484059780836105,0.0773349851369857,0.2423192858695984,0.20393668115139,0.1341534852981567,0.1542028933763504,0.0952795073390007,0.1701080799102783,True,,,
1001230,1.0,62.0,2.0,10.0,32.53,0.0,1822670.0,True-2 Pred-0,0.0397040583193302,0.0085537731647491,0.0471314378082752,0.2315680980682373,0.1960368305444717,0.1343128234148025,0.1577428132295608,0.1094524338841438,0.1708869785070419,False,,,
1001259,0.0,62.0,2.0,11.0,1.65,0.0,1522300.0,True-2 Pred-2,-1.006429672241211,1.4471863508224487,0.7075544595718384,0.1463682949542999,0.1645615696907043,0.1938070505857467,0.1740905046463012,0.1689414978027343,0.1522311121225357,False,,,
1001262,1.0,66.0,2.0,6.0,17.49,0.0,1629610.0,True-2 Pred-0,0.33657306432724,-0.209168791770935,0.1101990416646003,0.239041119813919,0.2036646157503128,0.136713758111,0.1549393832683563,0.0960789024829864,0.1695622205734253,True,,,
1001277,1.0,61.0,1.0,5.0,0.54,0.0,1533250.0,True-1 Pred-0,-0.4530224800109863,0.6665744185447693,0.3251164257526397,0.1908766627311706,0.1824699640274047,0.1592167466878891,0.1667942851781845,0.1358863860368728,0.1647559851408004,False,,,
1001286,1.0,64.0,0.0,7.0,2.4,0.0,1734660.0,True-0 Pred-0,-0.5378214716911316,0.8358702659606934,0.4369780421257019,0.1796515882015228,0.1791305691003799,0.1696022748947143,0.1686468124389648,0.1406697928905487,0.1622990071773529,False,,,
1001295,1.0,50.0,2.0,7.0,26.89,0.0,1834270.0,True-2 Pred-0,0.1251728236675262,-0.089360125362873,0.0235002692788839,0.2371725142002105,0.1983413100242614,0.131768524646759,0.1563301086425781,0.1053027659654617,0.1710847169160843,True,,,
1001303,0.0,62.0,1.0,8.0,0.34,0.0,1567260.0,True-1 Pred-2,-1.004962921142578,1.4546746015548706,0.7223672866821289,0.1456350833177566,0.1645862162113189,0.1950453519821167,0.1741907596588134,0.1687340587377548,0.1518085598945617,True,,,
1001328,1.0,61.0,2.0,8.0,13.62,0.0,1666130.0,True-2 Pred-0,0.2203766703605651,-0.1271328330039978,0.0792562142014503,0.2365692406892776,0.2005813121795654,0.1354429572820663,0.1559677869081497,0.1011219024658203,0.1703167855739593,False,,,
1001335,1.0,53.0,1.0,8.0,3.81,0.0,1737750.0,True-1 Pred-0,0.2284191250801086,-0.134107232093811,0.0747212916612625,0.2371011972427368,0.2005413323640823,0.135265365242958,0.1557682752609253,0.1007488742470741,0.1705749034881591,True,,,
1001344,0.0,66.0,2.0,8.0,4.99,0.0,1382350.0,True-2 Pred-2,-1.267576813697815,1.626461148262024,0.6717289686203003,0.1405099481344223,0.1586972922086715,0.1882534176111221,0.175345629453659,0.1872646212577819,0.1499291062355041,True,,,
1001356,1.0,53.0,2.0,5.0,24.5,0.0,1501600.0,True-2 Pred-0,0.1909993290901184,-0.132386103272438,0.042053498327732,0.2384186089038849,0.1999391019344329,0.1327321976423263,0.1557759344577789,0.1023224964737892,0.170811653137207,False,,,
1001372,0.0,62.0,3.0,6.0,5.79,0.0,1464730.0,True-3 Pred-4,-1.8535398244857788,2.3660175800323486,1.1357831954956057,0.103242315351963,0.1435932517051696,0.2180479615926742,0.179566740989685,0.2281442284584045,0.1274054646492004,False,,,
1001389,1.0,71.0,2.0,9.0,8.41,0.0,1633600.0,True-2 Pred-0,0.3037461042404175,-0.1496277600526809,0.1556461751461029,0.2342947274446487,0.2032492756843567,0.1401288509368896,0.1561028212308883,0.0976390093564987,0.1685851961374282,False,,,
1001401,1.0,51.0,1.0,5.0,1.59,0.0,1586550.0,True-1 Pred-4,-1.959896683692932,2.480452537536621,1.2017890214920044,0.0982243195176124,0.1410966664552688,0.2210303992033004,0.1799125075340271,0.2361275553703308,0.1236086040735244,False,,,
1001425,1.0,74.0,1.0,9.0,1.68,0.0,1650920.0,True-1 Pred-0,0.3475970029830932,-0.2590934336185455,0.0566859953105449,0.2437322586774826,0.2037027180194854,0.1327098608016967,0.153936967253685,0.0954307243227958,0.1704874336719513,False,,,
1001448,0.0,58.0,0.0,5.0,0.51,0.0,1680830.0,True-0 Pred-0,0.195430725812912,-0.0545987039804458,0.1444911658763885,0.2304076999425888,0.2000759094953537,0.1405717581510543,0.1572843939065933,0.1024471074342727,0.1692130714654922,False,,,
1001454,0.0,59.0,2.0,6.0,27.5,0.0,1323140.0,True-2 Pred-4,-2.0373032093048096,2.385591745376587,0.9533017873764038,0.1062864139676094,0.1401859074831009,0.1988161355257034,0.1789771020412445,0.2460907101631164,0.1296437680721283,True,,,
1001460,1.0,57.0,2.0,5.0,15.32,0.0,1616910.0,True-2 Pred-0,0.0235381685197353,0.1228763312101364,0.1700737923383712,0.2211985290050506,0.1954320073127746,0.1440765410661697,0.1597373932600021,0.1105923578143119,0.168963149189949,False,,,
1001493,1.0,75.0,2.0,7.0,14.62,0.0,1610900.0,True-2 Pred-0,-0.4111385345458984,0.6094648241996765,0.299770176410675,0.1943032443523407,0.1837189793586731,0.156922772526741,0.166107103228569,0.1335052996873855,0.1654426157474517,False,,,
1001507,1.0,60.0,2.0,10.0,6.07,0.0,1705630.0,True-2 Pred-4,-2.318389415740967,2.8295817375183105,1.3591572046279907,0.084823802113533,0.1325532346963882,0.2246757000684738,0.1800295114517212,0.2649600207805633,0.1129577010869979,False,,,
1001510,1.0,58.0,5.0,5.0,18.83,0.0,1709870.0,True-5 Pred-0,-0.2522358000278473,0.4918519556522369,0.3087102770805359,0.1991747170686721,0.1869306862354278,0.1580386608839035,0.1644683331251144,0.1248112618923187,0.1665764451026916,False,,,
1001526,0.0,51.0,2.0,6.0,6.42,0.0,1556070.0,True-2 Pred-2,-0.9854665994644164,1.3672866821289062,0.6548570394515991,0.1509615778923034,0.1668802201747894,0.1873288452625274,0.1739790439605713,0.1679318398237228,0.1529184132814407,False,,,
1001534,0.0,53.0,2.0,7.0,12.44,0.0,1314230.0,True-2 Pred-4,-1.3889433145523071,1.7428480386734009,0.6875616312026978,0.1356615424156189,0.1550877541303634,0.1891911923885345,0.1758008897304535,0.1959644854068756,0.1482941806316375,False,,,
1001542,0.0,49.0,3.0,7.0,3.53,0.0,1500050.0,True-3 Pred-4,-1.813697338104248,2.3629932403564453,1.161577582359314,0.1028277650475502,0.1437276750802993,0.22209994494915,0.1793491244316101,0.2243631482124328,0.1276323348283767,True,,,
1001555,1.0,68.0,1.0,9.0,8.17,0.0,1664580.0,True-1 Pred-0,0.1535480320453643,-0.0933751910924911,0.0475136488676071,0.236348271369934,0.1989344656467437,0.1334969401359558,0.1563330739736557,0.1040672063827514,0.1708199977874755,True,,,
