ID,c0,c1,c2,c3,c4,c5,Pred-confusion-matrix,Output,Output-predicted,Input-X,Input-Y,Input-Z,Output-proba-class0,Output-proba-class1,Output-proba-class2,Data-isval,c10,c11,c12
1011393,0.0,1.0,54.0,0.0,0.0,1048940.0,True-1 Pred-1,1,1,-0.0327538065612316,-0.0048464788123965,0.2284640818834304,0.2996295988559723,0.3584455847740173,0.341924786567688,True,,,
1011524,0.0,1.0,54.0,0.0,0.0,1300410.0,True-1 Pred-1,1,1,0.0435642637312412,-0.0758243426680564,0.2617563009262085,0.2886451184749603,0.356399267911911,0.3549556136131286,False,,,
1011694,0.0,1.0,73.0,0.0,0.0,1416640.0,True-1 Pred-1,1,1,-0.2211446464061737,0.1627572029829025,0.1455222070217132,0.3267610967159271,0.362256795167923,0.3109820783138275,False,,,
1011823,1.0,1.0,68.0,0.0,0.0,1891390.0,True-1 Pred-1,1,1,-0.2244816124439239,0.1674839854240417,0.149514839053154,0.3274000883102417,0.362028032541275,0.3105719089508056,False,,,
1011859,1.0,1.0,58.0,0.0,0.0,1572130.0,True-1 Pred-1,1,1,-0.2816212773323059,0.2138697952032089,0.1130340844392776,0.3353858590126037,0.3633840084075928,0.3012301325798034,False,,,
1011972,0.0,1.0,72.0,2.0,0.0,1494070.0,True-1 Pred-1,1,1,-0.0050601623952388,-0.0311472900211811,0.233393982052803,0.2955655455589294,0.3580935299396515,0.3463409543037414,False,,,
1012026,0.0,1.0,75.0,0.0,0.0,1440500.0,True-1 Pred-0,1,0,-0.6996918320655823,0.567757248878479,-0.1014908701181411,0.3959016501903534,0.3655093908309936,0.2385889142751693,True,,,
1012232,1.0,1.0,63.0,0.0,0.0,1621710.0,True-1 Pred-1,1,1,-0.0057023242115974,-0.0322170294821262,0.2322116494178772,0.2955417335033417,0.3581628501415252,0.3462954461574554,False,,,
1012357,1.0,1.0,71.0,0.0,0.0,1474670.0,True-1 Pred-1,1,1,-0.0758560225367546,0.0398610197007656,0.2202596366405487,0.3062552511692047,0.358928233385086,0.3348165154457092,False,,,
1012459,1.0,1.0,67.0,0.0,0.0,1575730.0,True-1 Pred-1,1,1,0.02390818297863,-0.0581308677792549,0.2464261204004287,0.291398674249649,0.3572887480258941,0.3513126075267792,False,,,
1012527,0.0,0.0,70.0,0.0,0.0,1515960.0,True-0 Pred-1,0,1,-0.2461582869291305,0.1860248744487762,0.1364931464195251,0.3304983973503113,0.3625161051750183,0.306985467672348,False,,,
1012638,0.0,0.0,48.0,1.0,0.0,1507830.0,True-0 Pred-1,0,1,0.009827684611082,-0.0405860133469104,0.2460153102874755,0.2937393188476562,0.3573823273181915,0.3488783538341522,True,,,
1012929,0.0,2.0,77.0,0.0,0.0,1427000.0,True-2 Pred-1,2,1,-0.0115957939997315,-0.0162990223616361,0.2466520965099334,0.2971585094928741,0.357437252998352,0.3454042375087738,False,,,
1013336,0.0,2.0,71.0,1.0,0.0,1541430.0,True-2 Pred-1,2,1,0.0437683425843715,-0.0740343630313873,0.2607370018959045,0.2887450754642486,0.3564411699771881,0.3548137545585632,False,,,
1013567,0.0,1.0,53.0,1.0,0.0,1348340.0,True-1 Pred-1,1,1,0.0406823344528675,-0.0704777017235755,0.2596518695354461,0.289232075214386,0.3565099537372589,0.3542579114437103,False,,,
1013589,0.0,1.0,62.0,0.0,0.0,1441670.0,True-1 Pred-1,1,1,0.0243536420166492,-0.0566510409116745,0.2489367872476577,0.291470319032669,0.357159823179245,0.3513698279857635,False,,,
1013739,1.0,1.0,66.0,0.0,0.0,1794770.0,True-1 Pred-1,1,1,-0.175039991736412,0.1237901896238327,0.1703646928071975,0.3202247023582458,0.3612610995769501,0.3185141682624817,False,,,
1013892,1.0,1.0,69.0,0.0,0.0,1389170.0,True-1 Pred-1,1,1,0.0434871278703212,-0.075219988822937,0.260617196559906,0.2886895537376404,0.3564588725566864,0.3548515439033508,True,,,
1014056,0.0,1.0,56.0,1.0,0.0,1511090.0,True-1 Pred-0,1,0,-1.1774088144302368,0.9549599885940552,-0.355290025472641,0.4635548889636993,0.3583309054374695,0.1781142204999923,True,,,
1014192,0.0,1.0,69.0,0.0,0.0,1517140.0,True-1 Pred-1,1,1,0.0432871542870998,-0.0749006792902946,0.2600789070129394,0.2887259721755981,0.3564842641353607,0.3547897338867187,True,,,
1014450,1.0,1.0,66.0,0.0,0.0,1529520.0,True-1 Pred-1,1,1,0.0388398133218288,-0.0689597725868225,0.2608989775180816,0.289488673210144,0.3564632534980774,0.3540480434894562,False,,,
1014508,1.0,1.0,64.0,2.0,0.0,1537770.0,True-1 Pred-1,1,1,-0.0014596059918403,-0.0362874567508697,0.2341634184122085,0.2949232757091522,0.3580462336540222,0.3470305502414703,False,,,
1014625,0.0,1.0,58.0,1.0,0.0,1560760.0,True-1 Pred-1,1,1,-0.0708176493644714,0.0416134633123874,0.2300774604082107,0.3059907257556915,0.3584058880805969,0.3356034159660339,False,,,
1014846,1.0,1.0,52.0,1.0,0.0,1920100.0,True-1 Pred-1,1,1,-0.275438904762268,0.2096016556024551,0.1167024821043014,0.3345579802989959,0.3632517755031585,0.302190214395523,False,,,
1014998,0.0,1.0,67.0,0.0,0.0,1313510.0,True-1 Pred-1,1,1,0.0334920547902584,-0.0648925676941871,0.2573248147964477,0.2901931405067444,0.3566837906837463,0.3531230986118316,True,,,
1015957,1.0,2.0,73.0,0.0,0.0,1584540.0,True-2 Pred-1,2,1,0.0434619449079036,-0.0754417330026626,0.2609180510044098,0.288677304983139,0.3564356565475464,0.3548869788646698,True,,,
1016123,0.0,1.0,68.0,1.0,0.0,1472840.0,True-1 Pred-0,1,0,-1.347489833831787,1.0924626588821411,-0.4429776668548584,0.4871036112308502,0.3533599972724914,0.1595363318920135,False,,,
1016186,1.0,1.0,54.0,0.0,0.0,1819220.0,True-1 Pred-0,1,0,-0.8102169632911682,0.6570621728897095,-0.1563773453235626,0.4116771519184112,0.3646081387996673,0.2237147390842437,True,,,
1016274,0.0,1.0,55.0,0.0,0.0,1515500.0,True-1 Pred-0,1,0,-1.4495147466659546,1.1843013763427734,-0.4903235733509063,0.5017505288124084,0.3493708372116089,0.1488786190748214,True,,,
1016329,0.0,1.0,67.0,1.0,0.0,1496470.0,True-1 Pred-0,1,0,-0.713850200176239,0.5794106721878052,-0.1094365566968917,0.3979360461235046,0.365461140871048,0.2366027981042862,False,,,
1016364,0.0,2.0,68.0,1.0,0.0,1371400.0,True-2 Pred-1,2,1,0.0358810685575008,-0.0691604763269424,0.2565043270587921,0.2897064685821533,0.3567088842391968,0.3535846471786499,False,,,
1016405,0.0,1.0,56.0,0.0,0.0,1455560.0,True-1 Pred-1,1,1,0.0152529031038284,-0.0504337847232818,0.2433824092149734,0.2926195561885834,0.3574932515621185,0.3498871326446533,False,,,
1016520,0.0,1.0,67.0,1.0,0.0,1527550.0,True-1 Pred-1,1,1,-0.0053143668919801,-0.0285656359046697,0.2383375912904739,0.2957779169082641,0.3578461408615112,0.3463759422302246,False,,,
1016582,0.0,1.0,75.0,2.0,0.0,1231990.0,True-1 Pred-1,1,1,0.0015751998871564,-0.0336090289056301,0.241020530462265,0.2948762476444244,0.3576749265193939,0.3474488258361816,False,,,
1016906,1.0,2.0,69.0,0.0,0.0,1674300.0,True-2 Pred-1,2,1,-0.0630552992224693,0.0293212719261646,0.2271140366792678,0.3044863939285278,0.3585627377033233,0.3369508385658264,False,,,
1017375,0.0,1.0,52.0,0.0,0.0,1604330.0,True-1 Pred-1,1,1,0.0112519040703773,-0.0427494831383228,0.2462687939405441,0.2934763133525848,0.3573651611804962,0.3491585552692413,False,,,
1017456,0.0,1.0,69.0,0.0,0.0,1359690.0,True-1 Pred-1,1,1,-0.0467858575284481,0.0175597481429576,0.23451828956604,0.3023487329483032,0.3581530749797821,0.3394981920719147,False,,,
1017574,0.0,1.0,63.0,1.0,0.0,1555450.0,True-1 Pred-1,1,1,0.043503250926733,-0.0730825960636138,0.2617025375366211,0.2888334095478058,0.3563928008079529,0.3547738194465637,False,,,
1017955,0.0,1.0,70.0,0.0,0.0,1554550.0,True-1 Pred-1,1,1,0.0350318439304828,-0.0644416660070419,0.2575553059577942,0.2900941371917724,0.3566558361053467,0.3532499969005584,False,,,
1018093,0.0,1.0,48.0,1.0,0.0,1473880.0,True-1 Pred-1,1,1,-0.157893419265747,0.1139254570007324,0.1817008256912231,0.3181301057338714,0.3607335686683655,0.3211362957954407,False,,,
1018238,1.0,1.0,65.0,1.0,0.0,1742700.0,True-1 Pred-1,1,1,0.0314686968922615,-0.0635774061083793,0.252659261226654,0.2904300689697265,0.3569278717041015,0.3526420593261719,False,,,
1018252,1.0,1.0,72.0,1.0,0.0,1574190.0,True-1 Pred-0,1,0,-1.275909185409546,1.0366212129592896,-0.4003154933452606,0.477516621351242,0.3552797734737396,0.1672036349773407,True,,,
1018337,1.0,0.0,53.0,1.0,0.0,1548400.0,True-0 Pred-1,0,1,-0.3039357364177704,0.2350069284439087,0.1028231531381607,0.3387391269207001,0.3636429011821747,0.2976180016994476,False,,,
1019191,0.0,0.0,60.0,2.0,0.0,1375640.0,True-0 Pred-1,0,1,0.0395581312477588,-0.0700447633862495,0.2592848539352417,0.2893520891666412,0.3565438091754913,0.3541041016578674,False,,,
1019208,1.0,0.0,61.0,0.0,0.0,1585830.0,True-0 Pred-1,0,1,0.011374931782484,-0.0459529049694538,0.2418713122606277,0.2932359874248504,0.3575910031795501,0.349172979593277,True,,,
1019602,1.0,1.0,59.0,1.0,0.0,1517010.0,True-1 Pred-1,1,1,0.0393581427633762,-0.0680586472153663,0.2627916038036346,0.2895124554634094,0.356371521949768,0.3541160225868225,False,,,
1019688,1.0,0.0,73.0,0.0,0.0,1613320.0,True-0 Pred-1,0,1,0.0203907378017902,-0.0538615100085735,0.2461299151182174,0.2919748425483703,0.3573257625102997,0.3506993949413299,False,,,
1019733,0.0,1.0,71.0,0.0,0.0,1135180.0,True-1 Pred-1,1,1,-0.031923558562994,-0.0058086551725864,0.2276204228401184,0.2994921803474426,0.358485460281372,0.3420223593711853,False,,,
1020306,0.0,1.0,66.0,2.0,0.0,1355250.0,True-1 Pred-1,1,1,-0.2494763433933258,0.1872768253087997,0.1329109817743301,0.3308477103710174,0.3626772761344909,0.3064750432968139,True,,,
1020371,1.0,1.0,61.0,1.0,0.0,1697510.0,True-1 Pred-1,1,1,-0.2442580312490463,0.1866931468248367,0.1426435858011245,0.3304088115692138,0.3622108101844787,0.3073803782463074,True,,,
1020402,0.0,1.0,53.0,2.0,0.0,1455440.0,True-1 Pred-1,1,1,-0.0688833892345428,0.0340862162411212,0.2227974086999893,0.3052861392498016,0.3587903082370758,0.3359235525131225,False,,,
1020619,0.0,1.0,56.0,1.0,0.0,1462580.0,True-1 Pred-0,1,0,-1.2687172889709473,1.0392241477966309,-0.3905347287654876,0.4771320819854736,0.3550257086753845,0.1678421199321746,False,,,
1020654,0.0,0.0,53.0,1.0,0.0,1556970.0,True-0 Pred-1,0,1,-0.0013270936906337,-0.0360756963491439,0.235190063714981,0.29493048787117,0.3579903244972229,0.3470791578292846,True,,,
1020937,1.0,1.0,53.0,1.0,0.0,1564210.0,True-1 Pred-1,1,1,0.0432731844484806,-0.0746995508670806,0.2598484456539154,0.2887374460697174,0.3564958572387695,0.3547666668891907,False,,,
1021168,0.0,1.0,72.0,1.0,0.0,1347380.0,True-1 Pred-1,1,1,-0.1155419498682022,0.0708838552236557,0.196874737739563,0.3116308152675628,0.3601029515266418,0.3282662630081177,False,,,
1021267,1.0,1.0,54.0,1.0,0.0,1728360.0,True-1 Pred-1,1,1,-0.0445028617978096,0.0070254895836114,0.2243013679981231,0.3014006018638611,0.3586872816085815,0.339912086725235,False,,,
1021970,0.0,1.0,68.0,2.0,0.0,1533420.0,True-1 Pred-1,1,1,-0.1688315272331237,0.1246093064546585,0.1762964725494384,0.3197824358940124,0.3609520494937897,0.3192655146121979,True,,,
1022163,1.0,1.0,59.0,2.0,0.0,1580310.0,True-1 Pred-1,1,1,-0.0180688071995973,-0.0150645170360803,0.2369036525487899,0.2977449595928192,0.357962816953659,0.3442922532558441,False,,,
1022241,1.0,0.0,62.0,1.0,0.0,1609010.0,True-0 Pred-1,0,1,-0.0377662181854248,0.0029162887949496,0.2305274307727813,0.300584077835083,0.3583529889583587,0.3410629034042358,False,,,
1022534,1.0,0.0,57.0,0.0,0.0,1549760.0,True-0 Pred-0,0,0,-0.7671489119529724,0.6248506307601929,-0.1320043802261352,0.4057593941688537,0.3648378849029541,0.2294027507305145,False,,,
1022542,1.0,2.0,50.0,1.0,0.0,1383500.0,True-2 Pred-1,2,1,-0.0446993745863437,0.0085963867604732,0.2246562838554382,0.3015267252922058,0.3586636781692505,0.3398096263408661,False,,,
1022629,1.0,1.0,48.0,0.0,0.0,1680580.0,True-1 Pred-0,1,0,-1.4341479539871216,1.170184850692749,-0.480953961610794,0.4995880424976349,0.3499169051647186,0.1504950076341629,False,,,
1022843,0.0,0.0,57.0,1.0,0.0,1411870.0,True-0 Pred-1,0,1,0.0432117693126201,-0.0744776129722595,0.2594430446624756,0.2887579798698425,0.3565078973770141,0.3547341525554657,True,,,
1022879,1.0,1.0,75.0,0.0,0.0,1677330.0,True-1 Pred-1,1,1,-0.1315186470746994,0.0864869281649589,0.1927035748958587,0.3140393495559692,0.3602793514728546,0.3256813287734985,True,,,
1022898,0.0,1.0,63.0,1.0,0.0,1465610.0,True-1 Pred-1,1,1,-0.0370994433760643,0.0022621203679591,0.2296562790870666,0.3004802763462066,0.3583928644657135,0.3411268591880798,False,,,
1022900,1.0,0.0,61.0,0.0,0.0,1652630.0,True-0 Pred-1,0,1,0.0096127390861511,-0.0453839413821697,0.238867774605751,0.2934108078479767,0.3577487170696258,0.3488405048847198,False,,,
1022946,1.0,1.0,74.0,0.0,0.0,1618060.0,True-1 Pred-1,1,1,0.0024872291833162,-0.0399175621569156,0.2330721318721771,0.2943478226661682,0.3580797612667084,0.3475724160671234,False,,,
1023087,1.0,0.0,63.0,1.0,0.0,1646130.0,True-0 Pred-1,0,1,0.0435800366103649,-0.075825311243534,0.2617349326610565,0.2886451184749603,0.356399267911911,0.3549556136131286,True,,,
1023173,1.0,1.0,57.0,0.0,0.0,1531770.0,True-1 Pred-1,1,1,-0.044535793364048,0.00937863253057,0.2261596471071243,0.3015704452991485,0.3585811555385589,0.3398483693599701,False,,,
1023440,1.0,1.0,73.0,0.0,0.0,1452160.0,True-1 Pred-1,1,1,0.0380729176104068,-0.0718747228384018,0.2590657770633697,0.2893497049808502,0.3565748035907745,0.3540754914283752,False,,,
1023734,1.0,1.0,71.0,0.0,0.0,1942690.0,True-1 Pred-1,1,1,-0.0892957672476768,0.0469256527721881,0.2095002233982086,0.3078257441520691,0.3594924807548523,0.3326817750930786,True,,,
1023761,0.0,1.0,67.0,1.0,0.0,1258170.0,True-1 Pred-1,1,1,0.0382425747811794,-0.0694978535175323,0.257409393787384,0.2894907295703888,0.3566512763500213,0.3538579642772674,True,,,
1024240,1.0,0.0,59.0,0.0,0.0,1470410.0,True-0 Pred-1,0,1,0.0047519505023956,-0.0385192036628723,0.2406315058469772,0.2942807972431183,0.3576831817626953,0.348035991191864,True,,,
1024271,1.0,1.0,70.0,0.0,0.0,1678950.0,True-1 Pred-1,1,1,-0.1750956177711486,0.1293171942234039,0.1770813465118408,0.3206410706043243,0.3608957529067993,0.3184631764888763,True,,,
1024294,1.0,1.0,64.0,0.0,0.0,1769400.0,True-1 Pred-1,1,1,-0.0085961073637008,-0.0286946706473827,0.2326759248971939,0.296021431684494,0.3581495285034179,0.3458290100097656,False,,,
1024501,1.0,1.0,62.0,0.0,0.0,1271970.0,True-1 Pred-1,1,1,-0.1545787155628204,0.1101433709263801,0.184973806142807,0.3176028728485107,0.3605894744396209,0.3218076825141907,False,,,
1024695,0.0,1.0,62.0,0.0,0.0,1608030.0,True-1 Pred-1,1,1,-0.0476973131299018,0.0122239626944065,0.2269728183746338,0.302032470703125,0.3585543930530548,0.3394131064414978,False,,,
1024909,0.0,2.0,73.0,1.0,0.0,1560740.0,True-2 Pred-1,2,1,-0.0013261921703815,-0.0348659008741378,0.2331205308437347,0.2950052917003631,0.358087956905365,0.3469067513942718,True,,,
1025004,0.0,1.0,63.0,0.0,0.0,1457610.0,True-1 Pred-1,1,1,-0.4024475216865539,0.3210794329643249,0.0558284260332584,0.3531211316585541,0.3646392524242401,0.282239556312561,False,,,
1025020,1.0,1.0,67.0,0.0,0.0,1846990.0,True-1 Pred-1,1,1,-0.3893989026546478,0.3129708766937256,0.0699899718165397,0.3515147864818573,0.3641207218170166,0.2843644917011261,False,,,
1025098,1.0,0.0,64.0,0.0,0.0,1556410.0,True-0 Pred-1,0,1,0.0276900306344032,-0.062567614018917,0.2494957149028778,0.2908000946044922,0.357116550207138,0.3520833849906921,True,,,
1025639,0.0,1.0,55.0,1.0,0.0,1465380.0,True-1 Pred-0,1,0,-1.6614580154418943,1.35106098651886,-0.6021554470062256,0.5296551585197449,0.3413035869598388,0.129041239619255,False,,,
1025886,1.0,0.0,63.0,0.0,0.0,1775260.0,True-0 Pred-0,0,0,-0.5488631129264832,0.4367044270038605,-0.0298335924744606,0.3736579120159149,0.366095632314682,0.2602464854717254,False,,,
1026216,0.0,1.0,55.0,1.0,0.0,1493960.0,True-1 Pred-1,1,1,-0.1248931288719177,0.0871366634964943,0.2019749283790588,0.3135693669319153,0.3597955405712127,0.3266350924968719,False,,,
1026633,0.0,1.0,49.0,1.0,0.0,1525280.0,True-1 Pred-0,1,0,-1.9445422887802124,1.5967373847961426,-0.726430356502533,0.5677258968353271,0.3267319798469543,0.1055421605706214,False,,,
1026708,1.0,1.0,59.0,2.0,0.0,1840830.0,True-1 Pred-1,1,1,-0.1948179900646209,0.1462160050868988,0.1672797352075576,0.3234647512435913,0.3612943291664123,0.3152409195899963,False,,,
1027130,1.0,0.0,57.0,0.0,0.0,1576050.0,True-0 Pred-1,0,1,0.0413166768848896,-0.06992968916893,0.2620561122894287,0.2892228662967682,0.3563939034938812,0.3543832004070282,False,,,
1027484,0.0,0.0,77.0,0.0,0.0,1539080.0,True-0 Pred-1,0,1,-0.0069543905556201,-0.0307989846915006,0.2352931499481201,0.295753538608551,0.3580118715763092,0.346234530210495,False,,,
1027842,1.0,2.0,68.0,0.0,0.0,1739790.0,True-2 Pred-1,2,1,0.0423005484044551,-0.0734878480434417,0.2604674398899078,0.288901537656784,0.3564660251140594,0.3546324074268341,False,,,
1028113,1.0,1.0,63.0,0.0,0.0,1668280.0,True-1 Pred-1,1,1,0.0390546135604381,-0.0713769868016243,0.2575729787349701,0.289301335811615,0.3566362559795379,0.354062408208847,False,,,
1028426,1.0,1.0,68.0,0.0,0.0,1628280.0,True-1 Pred-1,1,1,0.0429896004498004,-0.07436403632164,0.2595154941082001,0.2887836992740631,0.356509655714035,0.3547066450119018,True,,,
